user_id,item_id,rating,timestamp,user_id_idx,item_id_idx
148,116,5,877398648,147,115
339,650,4,891032438,338,642
144,405,4,888104419,143,403
542,396,4,886533112,541,394
597,181,4,875340062,596,180
472,541,5,892791017,471,534
624,137,4,879792623,623,136
747,286,4,888638335,746,285
747,500,4,888640222,746,493
57,24,3,883697459,56,23
757,164,3,888445684,756,163
244,1188,4,880608864,243,1171
25,501,3,885852301,24,494
381,191,5,892696757,380,190
221,1134,4,875244289,220,1119
320,68,5,884749327,319,67
322,591,3,887313984,321,584
334,209,3,891545821,333,208
344,111,4,884899767,343,110
672,275,5,879787955,671,274
611,896,3,891636152,610,882
880,64,5,880175646,879,63
429,679,4,882387653,428,671
8,222,5,879362356,7,221
505,951,3,889334067,504,936
296,297,4,884196665,295,296
156,64,3,888185677,155,63
394,218,4,880889187,393,217
243,83,4,879988184,242,82
291,1083,3,874834876,290,1068
655,773,3,887430072,654,765
294,483,4,889854323,293,476
588,578,5,890029212,587,571
16,92,4,877721905,15,91
11,526,3,891904859,10,519
824,304,3,877020964,823,303
806,271,3,882384844,805,270
62,76,4,879374045,61,75
276,161,3,874792483,275,160
407,208,4,887832999,406,207
43,286,4,875975028,42,285
325,529,4,891478528,324,522
740,302,5,879523187,739,301
474,13,5,887915684,473,12
492,64,4,879969539,491,63
731,496,5,886179040,730,489
458,474,4,886397109,457,467
694,69,5,875727715,693,68
879,276,4,887761865,878,275
880,87,4,880241913,879,86
123,479,4,879872066,122,472
648,722,3,884882104,647,714
774,659,3,888555864,773,651
119,109,5,874775580,118,108
450,1116,3,887661961,449,1101
918,419,3,891987622,917,417
913,258,4,889331049,912,257
854,244,3,882812826,853,243
510,286,3,887667439,509,285
130,291,4,876250932,129,290
854,825,3,882813143,853,815
741,290,3,891457956,740,289
830,227,3,891561737,829,226
680,203,3,876816162,679,202
356,258,5,891406040,355,257
448,360,4,891887338,447,358
331,503,4,877196504,330,496
826,665,5,885690819,825,657
655,782,3,887650483,654,773
76,806,4,882606471,75,796
295,414,4,879517157,294,412
650,519,4,891381545,649,512
291,1078,4,875086920,290,1063
694,483,5,875727449,693,476
807,576,4,893081656,806,569
840,303,5,891202889,839,302
374,151,3,880393811,373,150
805,1065,5,881697792,804,1050
343,739,3,876406939,342,731
392,515,5,891038110,391,508
70,405,3,884149117,69,403
422,447,4,879744143,421,440
13,69,4,884538766,12,68
637,338,4,882900888,636,336
44,168,5,878347504,43,167
189,531,3,893265327,188,524
283,125,5,879297347,282,124
571,657,4,883354992,570,649
357,117,5,878951217,356,116
846,59,4,883948457,845,58
704,197,5,891397948,703,196
806,144,5,882388658,805,143
447,1132,3,878855164,446,1117
332,328,5,887916217,331,326
344,269,4,884814359,343,268
883,26,3,891693139,882,25
851,751,4,883148669,850,743
135,603,4,879857765,134,595
331,234,4,877196633,330,233
568,1050,4,877907835,567,1035
642,233,4,885606964,641,232
600,385,3,888451582,599,383
896,144,4,887158333,895,143
312,660,4,891699321,311,652
90,269,5,891382310,89,268
138,194,5,879024184,137,193
187,173,5,879465307,186,172
342,412,3,875318648,341,410
339,265,3,891034779,338,264
271,392,3,885848343,270,390
716,70,4,879796046,715,69
451,258,4,879012343,450,257
851,160,5,875731224,850,159
174,216,5,886439516,173,215
297,83,4,875774306,296,82
664,660,3,876525718,663,652
582,1,4,882961257,581,0
450,842,4,882376446,449,831
194,162,3,879549899,193,161
796,662,5,893047207,795,654
311,94,3,884366187,310,93
7,570,3,891354639,6,563
893,77,4,874829706,892,76
508,317,4,883767246,507,315
875,964,4,876465335,874,949
453,550,3,888207161,452,543
484,699,4,891195773,483,691
373,204,5,877098222,372,203
230,125,5,880485090,229,124
806,76,3,882389054,805,75
272,8,4,879455015,271,7
854,186,3,882814298,853,185
487,88,4,884024901,486,87
26,271,3,891348070,25,270
798,731,3,875303765,797,723
301,15,4,882074460,300,14
514,425,5,875318291,513,422
711,451,5,879994749,710,444
881,178,3,876537512,880,177
354,463,4,891217575,353,456
425,156,5,878737873,424,155
303,291,3,879484804,302,290
375,183,5,886621917,374,182
729,354,5,893286637,728,352
702,258,5,885767306,701,257
757,685,3,888444684,756,677
447,144,5,878856078,446,143
194,482,3,879521088,193,475
5,181,5,875635757,4,180
533,747,5,879438767,532,739
504,28,4,887839810,503,27
738,95,4,875350122,737,94
307,195,3,879205470,306,194
619,127,4,885953778,618,126
329,655,4,891656237,328,647
450,313,5,882811655,449,312
810,313,5,885406451,809,312
319,689,3,881355802,318,681
514,274,4,876067433,513,273
70,88,4,884067394,69,87
396,271,4,884645790,395,270
276,1170,4,877934392,275,1153
805,664,5,881697667,804,656
16,735,3,877720186,15,727
94,52,5,891721026,93,51
260,300,3,890618198,259,299
308,402,4,887740700,307,400
500,475,5,883865232,499,468
620,895,3,889986984,619,881
923,125,4,880388289,922,124
826,232,3,885690713,825,231
72,64,5,880036549,71,63
601,387,3,876350583,600,385
303,1153,3,879484899,302,1138
119,316,4,890626706,118,314
270,566,5,876955939,269,559
916,202,3,880845028,915,201
88,326,5,891038103,87,324
782,328,5,891498030,781,326
29,661,5,882821942,28,653
298,864,3,884183912,297,850
290,1336,3,880733010,289,1306
56,585,3,892911366,55,578
764,318,5,876244991,763,316
505,245,4,888631349,504,244
93,121,3,888705053,92,120
244,1048,4,880606567,243,1033
39,302,5,891400188,38,301
551,941,4,892782734,550,926
659,79,4,891384036,658,78
629,132,5,880117395,628,131
807,1091,3,893082703,806,1076
682,100,3,888517011,681,99
727,363,3,883709641,726,361
748,647,3,879454602,747,639
7,450,4,892132425,6,443
450,504,5,882377590,449,497
232,493,4,888549622,231,486
650,445,4,891388210,649,438
766,606,3,891309011,765,598
401,356,4,891033122,400,354
363,154,4,891496306,362,153
499,312,4,882995923,498,311
840,8,5,891208958,839,7
846,443,4,883948643,845,436
758,997,4,881979969,757,982
838,28,4,887065709,837,27
943,182,5,888639066,942,181
18,70,4,880129668,17,69
269,1017,5,892567767,268,1002
345,284,4,884991348,344,283
72,121,3,880036048,71,120
823,1070,4,878438332,822,1055
48,423,4,879434752,47,421
394,158,3,881059315,393,157
307,185,3,877118565,306,184
280,663,4,891700783,279,655
249,175,4,879572106,248,174
58,176,4,884304936,57,175
592,514,5,882955543,591,507
172,657,3,875538027,171,649
416,712,4,886318795,415,704
331,268,5,877196820,330,267
134,1,5,891732756,133,0
583,258,4,879384094,582,257
488,190,5,891376046,487,189
392,657,5,891038401,391,649
217,665,4,889070087,216,657
320,159,4,884751190,319,158
425,218,3,878738887,424,217
450,67,3,882469941,449,66
447,284,4,878854552,446,283
99,12,5,885680458,98,11
406,123,4,879540173,405,122
117,475,5,880125746,116,468
234,132,4,892333865,233,131
416,419,4,892441448,415,417
303,216,5,879466604,302,215
545,524,4,879900185,544,517
397,693,4,885349955,396,685
27,123,5,891543191,26,122
916,173,4,880844332,915,172
343,943,4,876406552,342,928
455,204,4,879111249,454,203
95,1116,4,888956137,94,1101
213,25,4,878870750,212,24
182,15,4,885612967,181,14
588,378,3,890026059,587,376
542,58,4,886532571,541,57
780,216,4,891363617,779,215
137,50,5,881432937,136,49
92,717,3,886443416,91,709
854,96,3,882814467,853,95
186,148,4,891719774,185,147
677,1245,4,889399199,676,1228
379,654,5,880526123,378,646
478,32,3,889395678,477,31
43,280,3,883955806,42,279
648,7,3,882211109,647,6
152,313,4,890322242,151,312
886,733,4,876032776,885,725
18,236,3,880131077,17,235
537,60,3,886031297,536,59
313,501,5,891013742,312,494
642,496,4,885603516,641,489
87,578,3,879875940,86,571
535,429,3,879618569,534,426
256,406,3,882152605,255,404
645,430,5,892054797,644,427
314,95,5,877888168,313,94
805,58,4,881698778,804,57
305,200,3,886324661,304,199
59,702,5,888205463,58,694
705,568,5,883428058,704,561
551,1028,4,892785056,550,1013
305,176,4,886323839,304,175
902,95,4,879465834,901,94
16,228,5,877720733,15,227
724,269,4,883756996,723,268
145,134,4,882181695,144,133
450,604,4,882373231,449,596
890,662,3,882575303,889,654
437,121,3,881001766,436,120
457,403,4,882397177,456,401
383,86,5,891193210,382,85
500,100,4,883865104,499,99
838,596,5,887064275,837,589
830,613,4,891898603,829,605
148,71,5,877019251,147,70
243,1148,3,879988723,242,1133
269,1101,4,891448120,268,1086
848,530,5,887043040,847,523
464,286,3,878354626,463,285
566,235,3,881650534,565,234
279,7,5,891209102,278,6
218,603,4,881288234,217,595
434,288,5,886724797,433,287
677,687,4,889399113,676,679
833,649,3,875224178,832,641
417,433,4,879648403,416,430
536,275,5,882318287,535,274
95,415,3,888956582,94,413
627,135,4,879529702,626,134
59,182,5,888204877,58,181
942,50,5,891282816,941,49
634,405,4,877017872,633,403
299,135,4,878191889,298,134
615,70,4,879448915,614,69
476,790,4,883365274,475,780
716,399,3,879797414,715,397
450,696,4,882398666,449,688
64,385,4,879365558,63,383
646,895,3,888528978,645,881
262,625,3,879792751,261,617
675,244,3,889489775,674,243
486,264,3,879874262,485,263
342,294,3,874984067,341,293
796,196,5,892675693,795,195
94,160,4,891721942,93,159
642,191,4,886131970,641,190
279,805,3,879573022,278,795
262,219,3,879794206,261,218
6,19,4,883602965,5,18
643,144,4,891447286,642,143
198,156,3,884207058,197,155
435,746,4,884132184,434,738
414,433,5,884999394,413,430
382,1534,4,875946830,381,1464
297,201,4,875238984,296,200
256,526,3,882164443,255,519
62,856,4,879374866,61,844
152,215,5,880149882,151,214
454,114,3,881960330,453,113
514,655,4,875462568,513,647
44,317,4,878347633,43,315
441,7,4,891035468,440,6
610,79,3,888702859,609,78
560,168,4,879975718,559,167
10,655,5,877891904,9,647
524,178,3,884634968,523,177
178,809,4,882827084,177,799
511,887,5,890004747,510,873
802,646,4,875986155,801,638
98,517,5,880498990,97,510
246,444,4,884923715,245,437
883,241,4,891696714,882,240
854,100,5,882812225,853,99
500,133,3,883875681,499,132
903,684,3,891033828,902,676
239,663,5,889180617,238,655
758,117,4,881976203,757,116
913,432,3,881366721,912,429
279,702,4,875309760,278,694
437,657,5,881001888,436,649
901,230,5,877131087,900,229
833,188,4,875124495,832,187
134,286,3,891732334,133,285
840,632,3,891204296,839,624
207,313,4,885066537,206,312
181,845,3,878962816,180,834
758,1046,4,881978767,757,1031
201,509,3,884111546,200,502
642,552,4,886569347,641,545
287,218,5,875335424,286,217
59,513,4,888205144,58,506
507,597,5,889966089,506,590
348,926,3,886523683,347,911
5,21,3,875635327,4,20
568,530,3,877907782,567,523
528,238,3,886101782,527,237
59,584,4,888205145,58,577
830,49,5,892503093,829,48
95,507,4,880571226,94,500
860,272,3,885145344,859,271
394,1484,4,881059619,393,1424
647,748,4,876532501,646,740
517,335,3,875492066,516,333
838,187,3,887067019,837,186
474,175,4,887925497,473,174
363,80,4,891498434,362,79
682,4,3,888521599,681,3
334,712,3,891549594,333,704
358,863,5,891269666,357,849
627,177,5,879531158,626,176
194,98,4,879521329,193,97
757,385,3,888468596,756,383
770,937,4,876598016,769,922
650,181,4,891371116,649,180
758,203,5,881978016,757,202
454,22,4,881959844,453,21
276,271,4,880913800,275,270
7,79,4,891352261,6,78
527,211,4,879456289,526,210
77,431,5,884733695,76,428
743,259,3,881277656,742,258
880,276,4,880166872,879,275
881,23,4,876537419,880,22
899,96,4,884121125,898,95
194,546,3,879541806,193,539
25,13,4,885852381,24,12
429,203,5,882385684,428,202
867,258,3,880077751,866,257
730,748,4,880310082,729,740
256,986,5,882164059,255,971
881,4,3,876538286,880,3
567,479,5,882425997,566,472
113,328,5,875076044,112,326
256,779,4,882164644,255,770
582,321,3,882960555,581,319
397,479,4,885349865,396,472
772,245,5,877533546,771,244
303,82,4,879467465,302,81
766,385,3,891310281,765,383
663,265,4,889493691,662,264
328,43,3,886038224,327,42
640,12,5,874777491,639,11
268,831,3,875744357,267,820
871,187,5,888193081,870,186
736,1388,5,878709365,735,1338
437,229,3,880142942,436,228
623,642,3,891034472,622,634
612,864,4,875324756,611,850
130,118,4,874953895,129,117
450,847,4,882376188,449,836
638,385,5,876694917,637,383
611,300,5,891636244,610,299
286,732,5,877531899,285,724
591,300,3,891030956,590,299
673,301,3,888787450,672,300
804,176,4,879441702,803,175
792,111,3,877910126,791,110
291,290,4,874834001,290,289
627,399,3,879531557,626,397
299,194,3,877881229,298,193
835,606,5,891033200,834,598
126,272,3,887853469,125,271
943,732,4,888639789,942,724
478,367,4,889396235,477,365
99,975,3,885679472,98,960
429,181,5,882384870,428,180
881,229,4,876538726,880,228
527,204,5,879455847,526,203
389,275,5,879915860,388,274
886,240,3,876031720,885,239
627,121,3,879531397,626,120
553,506,4,879948655,552,499
816,294,5,891711801,815,293
15,258,3,879455473,14,257
442,385,3,883390416,441,383
184,485,4,889908947,183,478
416,294,4,876696739,415,293
459,105,4,879563819,458,104
85,1172,4,879453781,84,1155
896,141,3,887159012,895,140
125,395,3,892838687,124,393
724,268,4,883757397,723,267
520,1051,3,885170585,519,1036
18,630,3,880132188,17,622
658,408,5,875145614,657,406
524,230,3,884636907,523,229
56,216,4,892676885,55,215
693,58,3,875482477,692,57
633,289,3,875324233,632,288
326,429,5,879875175,325,426
586,693,3,884066060,585,685
584,181,4,885778120,583,180
193,715,3,890860076,192,707
639,451,4,891239529,638,444
6,9,4,883599205,5,8
758,412,5,882054797,757,410
298,523,4,884182774,297,516
867,134,5,880078723,866,133
16,603,5,877719206,15,595
303,3,3,879485184,302,2
346,265,4,874950794,345,264
936,476,4,886832544,935,469
87,48,4,879875649,86,47
293,544,3,888905062,292,537
456,129,3,881372604,455,128
308,513,3,887736584,307,506
6,268,3,883268406,5,267
329,137,5,891655812,328,136
805,475,5,881704016,804,468
463,13,3,877385664,462,12
67,125,4,875379643,66,124
210,315,5,887731417,209,313
450,928,3,882397813,449,913
196,94,3,881252172,195,93
764,278,4,876243343,763,277
897,1033,4,879993713,896,1018
886,1267,3,876032072,885,1249
714,471,4,892777903,713,464
546,121,5,885140909,545,120
234,873,3,891034007,233,859
603,294,4,891956330,602,293
903,13,5,891031632,902,12
532,318,5,893119439,531,316
354,382,5,891217897,353,380
821,28,5,874793469,820,27
186,98,5,891719859,185,97
76,200,5,882606216,75,199
682,191,3,888517197,681,190
321,8,4,879440451,320,7
416,184,4,876699758,415,183
930,45,4,879535492,929,44
240,272,5,885775536,239,271
727,651,3,883710104,726,643
849,421,5,879695588,848,419
125,945,5,892836465,124,930
724,887,3,883757468,723,873
932,855,5,891249109,931,843
495,403,5,888634475,494,401
788,132,5,880869014,787,131
63,13,4,875747439,62,12
293,629,3,888907753,292,621
222,840,3,878184392,221,829
608,207,5,880404975,607,206
168,275,3,884287822,167,274
449,127,5,879958572,448,126
281,538,4,881200520,280,531
763,83,3,878917877,762,82
487,28,4,883446352,486,27
74,100,4,888333428,73,99
401,282,3,891032584,400,281
13,906,3,891749765,12,891
109,291,3,880571801,108,290
852,825,3,891037586,851,815
266,272,4,892256705,265,271
815,1039,5,878693870,814,1024
271,739,4,885849706,270,731
254,140,4,887347350,253,139
761,15,5,876190314,760,14
391,661,5,877398898,390,653
450,488,4,882371415,449,481
897,1,5,879994113,896,0
455,1160,4,879108892,454,1144
425,184,4,878738596,424,183
682,366,4,888517896,681,364
293,56,4,888905550,292,55
197,586,3,891410170,196,579
330,15,5,876544366,329,14
836,657,5,885754096,835,649
684,111,4,878760164,683,110
56,797,4,892910860,55,787
840,884,5,891203087,839,870
771,1129,5,880660106,770,1114
770,100,5,875971949,769,99
59,86,3,888205145,58,85
313,403,3,891028285,312,401
654,1009,3,887863885,653,994
557,252,3,880485846,556,251
753,653,4,891401851,752,645
848,25,5,887046890,847,24
389,191,5,880087493,388,190
59,210,4,888204309,58,209
246,1218,3,884922801,245,1201
545,491,3,884134035,544,484
328,579,3,885049836,327,572
229,288,4,891633028,228,287
342,122,4,875318783,341,121
79,508,3,891271676,78,501
825,515,4,880756076,824,508
201,223,4,884113343,200,222
942,31,5,891283517,941,30
305,134,5,886322560,304,133
10,588,4,877886846,9,581
791,327,5,879447977,790,325
11,107,4,891903276,10,106
271,47,3,885849386,270,46
536,500,4,882360946,535,493
622,1060,3,882671160,621,1045
156,9,4,888185735,155,8
398,435,5,875717106,397,432
